"cell","GSM1379812","GSM1379813","GSM1379814","GSM1379815","GSM1379816","GSM1379817","GSM1379818","GSM1379819","GSM1379820","GSM1379821","GSM1379822","GSM1379823","GSM1379824","GSM1379825","GSM1379826","GSM1379827","GSM1379828","GSM1379829","GSM1379830","GSM1379831","GSM1379832","GSM1379833","GSM1379834","GSM1379835","GSM1379836","GSM1379837","GSM1379838","GSM1379839","GSM1379840","GSM1379841","GSM1379842","GSM1379843","GSM1379844","GSM1379845","GSM1379846","GSM1379847","GSM1379848","GSM1379849","GSM1379850","GSM1379851","GSM1379852","GSM1379853","GSM1379854","GSM1379855","GSM1379856","GSM1379857","GSM1379858","GSM1379859","GSM1379860","GSM1379861","GSM1379862","GSM1379863","GSM1379864","GSM1379865","GSM1379866","GSM1379867","GSM1379868","GSM1379869","GSM1379870","GSM1379871","GSM1379872","GSM1379873","GSM1379874","GSM1379875","GSM1379876","GSM1379877","GSM1379878","GSM1379879","GSM1379880","GSM1379881","GSM1379882","GSM1379883","GSM1379884","GSM1379885","GSM1379886","GSM1379887","GSM1379888","GSM1379889","GSM1379890","GSM1379891","GSM1379892","GSM1379893","GSM1379894","GSM1379895","GSM1379896","GSM1379897","GSM1379898","GSM1379899","GSM1379900","GSM1379901","GSM1379902","GSM1379903","GSM1379904","GSM1379905","GSM1379906","GSM1379907","GSM1379908","GSM1379909","GSM1379910","GSM1379911","GSM1379912","GSM1379913","GSM1379914","GSM1379915","GSM1379916","GSM1379917","GSM1379918","GSM1379919","GSM1379920","GSM1379921","GSM1379922","GSM1379923","GSM1379924","GSM1379925","GSM1379926","GSM1379927","GSM1379928","GSM1379929","GSM1379930","GSM1379931","GSM1379932","GSM1379933","GSM1379934","GSM1379935","GSM1379936","GSM1379937","GSM1379938","GSM1379939","GSM1379940","GSM1379941","GSM1379942","GSM1379943","GSM1379944","GSM1379945","GSM1379946","GSM1379947","GSM1379948","GSM1379949","GSM1379950","GSM1379951","GSM1379952","GSM1379953","GSM1379954","GSM1379955","GSM1379956","GSM1379957","GSM1379958","GSM1379959","GSM1379960","GSM1379961","GSM1379962","GSM1379963","GSM1379964","GSM1379965","GSM1379966","GSM1379967","GSM1379968","GSM1379969","GSM1379970","GSM1379971","GSM1379972","GSM1379973","GSM1379974","GSM1379975","GSM1379976","GSM1379977","GSM1379978","GSM1379979","GSM1379980","GSM1379981","GSM1379982","GSM1379983","GSM1379984","GSM1379985","GSM1379986","GSM1379987","GSM1379988","GSM1379989","GSM1379990","GSM1379991","GSM1379992","GSM1379993","GSM1379994","GSM1379995","GSM1379996","GSM1379997","GSM1379998","GSM1379999","GSM1380000","GSM1380001","GSM1380002","GSM1380003","GSM1380004","GSM1380005","GSM1380006","GSM1380007","GSM1380008","GSM1380009","GSM1380010","GSM1380011","GSM1380012","GSM1380013","GSM1380014","GSM1380015","GSM1380016","GSM1380017","GSM1380018","GSM1380019","GSM1380020","GSM1380021","GSM1380022","GSM1380023","GSM1380024","GSM1380025","GSM1380026","GSM1380027","GSM1380028","GSM1380029","GSM1380030","GSM1380031","GSM1380032","GSM1380033","GSM1380034","GSM1380035","GSM1380036","GSM1380037","GSM1380038","GSM1380039","GSM1380040","GSM1380041","GSM1380042","GSM1380043","GSM1380044","GSM1380045","GSM1380046","GSM1380047","GSM1380048","GSM1380049","GSM1380050","GSM1380051","GSM1380052","GSM1380053","GSM1380054","GSM1380055","GSM1380056","GSM1380057","GSM1380058","GSM1380059","GSM1380060","GSM1380061","GSM1380062","GSM1380063","GSM1380064","GSM1380065","GSM1380066","GSM1380067","GSM1380068","GSM1380069","GSM1380070","GSM1380071","GSM1380072","GSM1380073","GSM1380074","GSM1380075","GSM1380076","GSM1380077","GSM1380078","GSM1380079","GSM1380080","GSM1380081","GSM1380082","GSM1380083","GSM1380084","GSM1380085","GSM1380086","GSM1380087","GSM1380088","GSM1380089","GSM1380090","GSM1380091","GSM1380092","GSM1380093","GSM1380094","GSM1380095","GSM1380096","GSM1380097","GSM1380098","GSM1380099","GSM1380100","GSM1380101","GSM1380102","GSM1380103","GSM1380104","GSM1380105","GSM1380106","GSM1380107","GSM1380108","GSM1380109","GSM1380110","GSM1380111","GSM1380112","GSM1380113","GSM1380114","GSM1380115","GSM1380116","GSM1380117","GSM1380118","GSM1380119","GSM1380120","GSM1380121","GSM1380122","GSM1380123","GSM1380124"
"CD8 T cells",-0.148432494081513,-0.243564035393771,-0.236469957331831,-0.0180291770987872,-0.274760991918298,-0.254527288144751,-0.246406189707199,-0.172989408578372,-0.244833946533603,-0.270099042043617,-0.23606501239273,-0.258633343074854,-0.210896139606494,-0.209760913723667,-0.17030580939675,-0.244788656997003,-0.261579317630738,-0.241314488762086,-0.296307664377061,-0.260943891753001,-0.296792085235237,-0.306880492464687,-0.273827848396942,-0.305325231547573,-0.228773007636782,-0.319309647514701,-0.280018565310114,-0.278890953067504,-0.319413896241031,-0.275755252008245,-0.29502746254859,-0.264907896693064,-0.272385839904246,-0.257968384053616,-0.274258097207914,-0.293195848349692,-0.322919155850761,-0.264472898660361,-0.317148464595152,-0.295097340514757,-0.298705491308079,-0.318688500074233,-0.264441366088856,-0.20048846282913,-0.269930743090681,-0.213321728170046,-0.294598027592814,-0.216565888340404,-0.253797181700364,-0.26551000587211,-0.252038792963407,-0.288013713503443,-0.293957599697709,-0.303302959056435,-0.244031195540088,-0.297455046153007,-0.304994571945205,-0.316855636041505,-0.289153861946225,-0.251274488410505,-0.217382656879024,-0.263861076465927,-0.300011479236148,-0.290216841136288,-0.332021231428753,-0.240294148203506,-0.23619909765829,-0.253201947528219,-0.260683451360956,-0.249737931456241,-0.22093595391793,-0.195231399399656,-0.288806466952405,-0.18081415818093,-0.252551952055864,-0.274338649337274,-0.276291122043908,-0.249199582544919,-0.23553339614341,-0.265663889522969,-0.248023329515321,-0.267207431594217,-0.27145336498648,-0.246021805715775,-0.286565345647707,-0.285739897740415,-0.171149992164179,-0.277973691797686,-0.250081939338529,-0.271347676723685,-0.235529547258317,-0.246170871892293,-0.133193131437976,-0.272854816202241,-0.264235656102972,-0.132794039212854,-0.225309973802519,-0.22848508575385,-0.278130843796703,-0.270919580592224,-0.247782886132104,-0.282939081437319,-0.265200125907461,-0.231495575153983,-0.251751638100215,-0.307884889795794,-0.279843408616103,-0.232542037528288,-0.268049777129206,-0.273125231707864,-0.223684075977894,-0.255070258525055,-0.218764444506417,-0.276616909359615,-0.247836905762392,-0.281536375154307,-0.0335977353946463,-0.138942719154695,-0.225757543762782,-0.167914528362145,-0.25915202176137,-0.151632000880341,-0.21890260774164,-0.29335231303996,-0.173492413753026,-0.234854194450712,-0.215134611330267,-0.28500974980762,-0.243159200101015,-0.184296614630315,-0.231574831720681,-0.295761028842248,-0.12312462836944,-0.231458204410772,-0.188041159261523,-0.213994223906684,-0.155369666150224,-0.229166438308345,-0.1463654062173,-0.187976905526639,-0.195359605151837,-0.231841357084789,-0.220047471428078,-0.314910565252654,-0.237059301440787,-0.276326334345981,-0.159757198591876,-0.221463667809407,-0.257617994117661,-0.282788549338013,-0.246698463382138,-0.159169960801248,-0.261201054175916,-0.320524544866456,-0.239729944037258,-0.311534534467506,-0.267336088736341,-0.231236519250462,-0.265066332611893,-0.0759731381522582,-0.252265661371979,-0.249108592433188,-0.276102897703862,-0.285192530777784,-0.265726228802279,-0.23563805545553,-0.272717114875143,-0.292583842780982,-0.297891932142553,-0.289817940391978,-0.289733864620559,-0.256335580830474,-0.262665754407172,-0.29952383510549,-0.278012457828566,-0.249833461198988,-0.272678203065992,-0.173837750808864,-0.289837851423755,-0.245500818991216,-0.140492308552269,-0.0921541613272336,-0.225353136117884,-0.228257870027839,-0.0937481585796748,-0.192111556491034,-0.183978330970689,-0.22638471733224,-0.171759538666918,-0.270352798275877,-0.19611920979992,-0.228891251110702,-0.257043132048671,-0.23497618575222,-0.26172949180675,-0.283673018289749,-0.241882760193515,-0.264534162779695,-0.312784506579758,-0.303837502640299,-0.322316546007307,-0.294285965628617,-0.276656902229595,-0.320250407161874,-0.28330536566721,-0.243338893550086,-0.187176121194226,-0.259298834470397,-0.184596966416665,-0.260733560655413,-0.170790212090831,-0.24024887555219,-0.228939283122366,-0.213846908170311,-0.261595601373947,-0.260153888994621,-0.283537740492928,-0.258911084066969,-0.252845813053167,-0.288378114476672,-0.293047970612781,-0.198314445388687,-0.299535275330862,-0.28951213693292,-0.210219471945838,-0.275388544477845,-0.256038152292673,-0.178598620152935,-0.294539160864839,-0.183030658193115,-0.277871904230096,-0.26823911492327,-0.259478116285791,-0.218981040265162,-0.306702350657196,-0.214685594333856,-0.239314798979282,-0.248222446592879,-0.178056784085876,-0.172188120354617,-0.226583637626332,-0.289359108016726,-0.284328734744923,-0.254466409728191,-0.222945581873491,-0.313235421376781,-0.260282087849386,-0.274298745760758,-0.283174005087551,-0.283183044412076,-0.283020439981819,-0.217696817080038,-0.277638187755909,-0.195837060921543,-0.231170074418056,-0.167770848883947,-0.221592563624415,-0.143149733710415,-0.21322270164838,-0.240786910139945,-0.149535786483216,-0.214821214322916,-0.281985839729131,-0.222402842014087,-0.301948736259147,-0.254787267115566,-0.208762085584911,-0.261865017868364,-0.28631703861688,-0.33414277832828,-0.270615133693829,-0.225412970976029,-0.250066770791181,-0.259116741712905,-0.168747933249321,-0.28215639664146,-0.250912463570612,-0.187656541032859,-0.277959257163717,-0.249563694625928,-0.294986232401922,-0.311221071992728,-0.241447650519788,-0.2273319092351,-0.123837016995615,-0.240832286436627,-0.138662386398947,-0.253888327132328,-0.26659151607093,-0.31865398761089,-0.241548908209018,-0.247832036300402,-0.286534280177963,-0.292113843905196,-0.265976712445459,-0.274288037036825,-0.242683382284309,-0.272649063845186,-0.269388908558371,-0.243399213298064,-0.265399490426613,-0.293672191715626,-0.229148367482111,-0.251343897393903,-0.238230288204724,-0.169215122542756,-0.22043313399401,-0.183778875075192,-0.240159940809162,-0.223900348418424,-0.275208382428264,-0.151617240699014,-0.306168903445206
"CD4 T cells",0.00544774921262686,-0.044218696045521,-0.0551050711338507,0.312222790568306,-0.0685331179241781,-0.010548230734664,0.00670707740022157,0.0520671573733006,0.0160785672438196,0.0189421813730708,-0.0552624092373008,0.0108299148739995,0.0474703680670893,-0.00745886755319903,0.0841874893431645,-0.0282415463855273,-0.0242585252174028,-0.0186326947546703,-0.073860907026111,0.0152726000759053,-0.0288281897194977,-0.0196145844014939,-0.0391910535232546,-0.0627160626003407,0.117138865740474,-0.0216542948777115,0.000429719216024127,0.00428352101978184,-0.0479236424643871,0.0614941322503302,-0.00764466739146367,0.0190743140232151,0.0133735672452262,0.00476492354324017,-0.0165229916283906,-0.00226034818024365,-0.0507581501125054,-0.034064622142871,-0.0309191039081663,-0.0591949027528455,-0.0201901419701376,-0.0573842577554974,0.0300750372776853,0.0128442601162058,-0.0543844831362158,0.0121502891822198,-0.0346347612811953,0.0172287087691106,-0.0399321391864988,-0.0259496355542695,-0.0187140223663682,-0.0589204810984248,0.0221233352404257,-0.0637904911996678,0.0184579618546591,-0.0577905157998724,-0.0157046398006262,-0.0451345214283877,0.0271513782253234,-0.0297842871838732,0.0118850085641072,0.040601744507377,-0.0712317662036561,-0.00669504118156107,-0.0458940336448338,-0.0144489176426912,-0.00201674771318809,-0.0269355360420415,-0.0286928178841173,-0.0554472843631942,0.0643972268248735,-0.0331582590845353,-0.0301996404896345,-0.0361685998628406,-0.0189339760553522,0.000197457804605705,-0.0102988797217744,0.0548380347700669,-0.010318994772503,-0.0330912984607576,-0.032362964733241,0.0097800295508011,-0.0276549238780421,0.00952853985745131,-0.0309285592352993,-0.0618937261075043,-0.0118688113497956,-0.038991454371905,0.0173373038883258,-0.0497651995741194,-0.0233245028480193,0.0199183742859443,0.0890015432958007,-0.0613571905483376,0.0179767724723152,0.129772745875164,0.00352565319759932,0.0116912806456356,0.0333673577104653,-0.0276511815014704,-0.0228308575231317,-0.064476368916939,-0.0254188382085448,0.04515759655053,-0.0107887596583654,0.0104786172712515,-0.0699598411701621,0.0321386433024237,-0.0462419258420284,0.0303335608655851,0.0255265516846173,-0.00615665750418999,-0.000379078156859762,-0.0471594587229528,-0.00602479284103095,0.00430071200551735,0.101014698335445,0.0386224846242248,0.0121580422919708,0.0390667201977726,-0.0265408694913844,0.0849626159737496,-0.0428658136303385,-0.0880190372016829,0.00394912972483404,-0.0265350870981875,0.0812657440723305,-0.0353982153210484,-0.0405520679984487,0.0480230900629572,-0.00929586441175051,-0.0273053090291819,0.000177054392722801,-0.0569634689984586,0.0177460433340948,0.0166933068803935,0.0632889361158968,-0.00290058110894472,0.0105986683459573,0.0509051747306624,0.194259273305318,0.00783831173752932,0.0119626461674037,-0.0468049572074578,0.00658898747464319,0.00109899975185409,0.0176168886679391,-0.00582368008306945,-0.0481130906602237,-0.0478134625564018,-0.0213637344829117,0.014341118471543,-0.0650553093351809,-0.0224816466164134,-0.0581376749365162,-0.0437841249812386,-0.0227261523472989,0.0223794386591367,-0.014159217518622,0.105285864887235,0.011407042062892,-0.0473328014966361,-0.0434916929918575,0.00260446743850521,-0.0446582063053631,0.0172688247930202,-0.06843093946782,-0.051592735350456,-0.0269945783992936,-0.0583220717839531,-0.0683894661822145,-0.00855199972803839,-0.0365132090227306,0.00162604099360713,-0.0170982375388447,0.0114178000738603,-0.0787068700331188,0.0392153280123403,-0.049688791343364,-0.0112151438031795,0.120027227234247,0.0943829962466486,0.0352925426081836,-0.00849613451767779,0.266131410609354,0.0185164106911801,0.0780258525242297,0.0172097852589257,0.0395427636469515,0.0181845156688209,-0.0120364525574345,-0.0303436249045767,0.0106533968277709,0.0323903056583896,-0.0301884032007476,-0.0243694595488722,-0.0562027704745339,-0.0661639179180712,-0.04914638384134,-0.0285275232820536,-0.0723124698260839,-0.0650014600329619,-0.00518789119863984,-0.0975288287036981,-0.0754546922038741,0.0155340375287529,0.0741731083132295,-0.0142589477062752,0.0755301849049656,0.00206926667256247,0.00141050270246012,0.0168092892601208,0.0418833720057373,0.0114156058005458,-0.0234741390961416,0.0222660581688094,-0.034342026633555,-0.0132888927384738,-0.0133841398357769,-0.0419388868648783,-0.0484763043631881,0.0360109996449616,-0.0305025476812795,-0.0538739091340036,0.0200902919466126,-0.0331310470126446,-0.0207909077254292,-0.0590497490626595,-0.0419551456426725,0.0735407081746851,-0.0696042457336123,-0.0421529381757257,-0.063623827991349,-0.0624332299510168,0.00935440694393485,-0.00739130460650028,-0.0184225924916984,0.00152161300456627,-0.0421480674466478,0.0989362252311393,-0.0219027583234549,-0.0150273750399792,-0.0188102749183524,-0.0216436943853111,0.012873753376182,-0.0865227612477138,0.0123937044554415,-0.017164244990852,-0.000246928844684944,-0.0233459418900436,-0.0181717096153484,0.0192507411094269,0.0108549111029966,-0.0244348354599578,0.0358637830669903,0.000724001009025093,0.0453209789765705,0.156612162783483,0.0223933003047603,0.00743306115771539,0.0729931103292723,0.005475660704348,-0.0837417446867032,0.0151824915710652,-0.121555416391433,-0.029805072892694,-0.00453965823896948,-0.00458687330821081,-0.0569696728194454,0.0136583367782772,-0.00218663336683299,0.0165764302051015,-0.0151757679091094,-0.0630093727592138,0.0871596442883287,-0.00336723160362021,-0.0243293775430643,0.0468283867985767,-0.0877588882478342,-0.0443346014972161,0.00126150290903036,-0.0346233149600318,0.0187747399132899,0.0229795594273798,0.0747076437611473,0.026325347099786,0.025648272223952,-0.0259005600426274,-0.0481291457304029,-0.0758615651019306,-0.0532222254680225,0.0227875337649931,-0.0575976799197575,-0.0494163478737022,-0.0467655183691602,-0.0140802304269257,0.00654446474069601,-0.0333263021604532,0.00873456991920192,-0.0205151993923666,-0.0109232147167042,-0.0411694594075747,-0.00604376954723226,0.0113367826280145,0.0214532153939485,0.0208247889754805,-0.00107389613108303,0.0618434694833265,-0.060037900552695,0.0105199198500663,0.0538805926216416,0.0739719679840206,-0.0466316428416617
"Tregs",-0.160939666932391,-0.153539719431164,-0.171772058625009,0.0146478087488719,-0.13827511507929,-0.122242067716494,-0.1239482097493,-0.122503565686623,-0.141978694735338,-0.14687520180219,-0.108687420203084,-0.143022619990749,-0.0996656434140915,-0.126667039010742,-0.0969353804318291,-0.156983945916484,-0.127130684436357,-0.137473940136318,-0.147223015893917,-0.108111865115098,-0.108830725493548,-0.0907363876736801,-0.134806695591492,-0.0589171993771391,-0.129498236953597,-0.128412080928883,-0.126285406717722,-0.110405134890399,-0.147780757885413,-0.122192420846143,-0.106107443574213,-0.0983323031891951,-0.104045543776942,-0.0969856138767279,-0.0772349060667004,-0.147166864451628,-0.133583014901551,-0.16002754083817,-0.179832999714524,-0.157598333343158,-0.124419733258711,-0.092092232552663,-0.118820715810548,-0.126607401717024,-0.110980966350674,-0.139713038197826,-0.164499421350956,-0.156710361679152,-0.133838783397183,-0.107274808866175,-0.174576743518479,-0.114829334354726,-0.103228259186932,-0.12491295716638,-0.142925393721433,-0.156534435663754,-0.109760170238334,-0.121479919507361,-0.130738560312447,-0.198670170879732,-0.137528889143212,-0.141885440774273,-0.121058639238891,-0.0998701967708018,-0.110332358975961,-0.136762726680166,-0.0902762873155348,-0.110291383667448,-0.115962821765692,-0.0991812921367199,-0.143236886333063,-0.123050193514733,-0.134540004649572,-0.108936426592158,-0.128555924191625,-0.172711487859121,-0.15197946901843,-0.0669595572071448,-0.103180221789941,-0.14665839677928,-0.119211298565512,-0.115302237383735,-0.131147312876256,-0.0808288985891608,-0.147672403151889,-0.143474086963908,-0.107816608323705,-0.0874228049515236,-0.112807507860223,-0.142099368497001,-0.159111712922313,-0.0826818448839226,-0.0851140655701788,-0.127690652964333,-0.141841206291838,-0.054751135015862,-0.0834305518571972,-0.162481928901406,-0.117105793954735,-0.125511598217044,-0.138790207109387,-0.138632805056585,-0.136460688992628,-0.10932905245176,-0.146799924597985,-0.116363458159847,-0.160814617799881,-0.101073315921988,-0.0969155948410061,-0.109366274154823,-0.119125662960987,-0.11994775087469,-0.173190519777518,-0.156700244646298,-0.113946250182932,-0.149017992355484,-0.140846695755612,-0.143469752959318,-0.0898505005076416,-0.112278544657483,-0.115013329388374,-0.0479727561769153,-0.160272554706784,-0.158958925396899,-0.140871885661529,-0.121044262426081,-0.117332392258806,-0.146755487445773,-0.132073841126667,-0.108614614297972,-0.0841434652582304,-0.128441454873913,-0.0894525156898735,-0.116296275380624,-0.0854026162595379,-0.108166344515635,-0.148061523254661,-0.105949176823524,-0.147785992689726,-0.178456821141687,-0.0453755805925698,-0.124029147614174,-0.114007777635755,-0.155502200223161,-0.16952978326188,-0.160895873408892,-0.124925594016973,-0.152319590463211,-0.189386366396743,-0.128247876606987,-0.12352525571724,-0.123012464143018,-0.174132515850044,-0.197687208741184,-0.163297134879651,-0.0811355074749601,-0.124006478922093,-0.116405899143313,-0.129783133256466,-0.115647570376846,-0.100238684641164,-0.16264202165498,-0.15545450557912,-0.0745226048458903,-0.14944209603584,-0.078675214113852,-0.11715722125071,-0.143076848406943,-0.11668006285924,-0.103726389855649,-0.159315278951225,-0.151007359623835,-0.149827713475367,-0.125369436834058,-0.119030634688522,-0.138443040952738,-0.144772831431184,-0.08810029006036,-0.124911650704598,-0.145155590698338,-0.0873168949705261,-0.0902208533550416,-0.11570309279684,-0.143004805121812,0.0402277919759167,-0.133869216781961,-0.135256801182684,-0.121335899991224,-0.11909356387692,-0.110919635201571,-0.133629339260071,-0.168467477090861,-0.112234063161091,-0.120857610268503,-0.132466268163904,-0.123535923338871,-0.14538657894959,-0.164716916500684,-0.155074247306448,-0.115413978015549,-0.147042795061032,-0.132007873835204,-0.140811118289034,-0.125211297662213,-0.153984538156913,-0.126533689361943,-0.0947407626761786,-0.130423037488887,-0.120610623221114,-0.115726136797116,-0.136813116572871,-0.117028422081803,-0.106644585170592,-0.145629428433614,-0.155292806956576,-0.131126848210336,-0.150230791796396,-0.190315145800369,-0.138720984841499,-0.10611498253661,-0.157585105668583,-0.130780522678438,-0.144673773449298,-0.125543206198359,-0.131540046551725,-0.155251382064886,-0.175877992878625,-0.133618848432664,-0.140295379885511,-0.131872454839501,-0.154413700521941,-0.1722875720886,-0.175168003760126,-0.150141255490665,-0.116319056445149,-0.123719801238108,-0.152730597312809,-0.157662380776533,-0.158705708864706,-0.148469033795575,-0.146098120294368,-0.122516433722108,-0.152733693499904,-0.150134588517073,-0.135197222178731,-0.133800877471246,-0.146637961108758,-0.118636971564549,-0.193912573727062,-0.120785405231128,-0.174902105442564,-0.145813250343257,-0.132971359593032,-0.160887092967155,-0.106471394390796,-0.13860061241086,-0.0887022174205449,-0.076308075501552,-0.150376003796329,-0.144975162155687,-0.0325849644453688,-0.130566641654484,-0.162850240262248,-0.126092323392407,-0.129525751489765,-0.141004366275168,-0.125662876883317,-0.141135845616993,-0.157221877220319,-0.0853873595774184,-0.145814108889958,-0.178461633827091,-0.154746686222712,-0.152085254659611,-0.143130298534348,-0.153230756369137,-0.151186010866339,-0.118974888704913,-0.158645367509425,-0.152336037421818,-0.140580128915161,-0.118728404031482,-0.0996130931485552,-0.120079883412553,-0.142209519941141,-0.156939030723606,-0.141839702236445,-0.169375859707699,-0.16433843563188,-0.154798967116389,-0.174952151369311,-0.111619157209946,-0.182950967745649,-0.145032429591091,-0.167491483299138,-0.136593672330682,-0.162174305702896,-0.141548093065868,-0.112395510977723,-0.142064322786777,-0.148985798363507,-0.165627217250076,-0.138682911551299,-0.122725497164747,-0.104253041308314,-0.1965875066128,-0.108815011067595,-0.120659907361243,-0.117236896994049,-0.118720001559182,-0.0889839775410369,-0.133543774905049,-0.118881902515945
"Th1 cells",-0.0387058581111959,-0.0813538216640814,-0.073842019764071,0.004138275889111,-0.0714219927384558,-0.0831856672905095,-0.0600710162637811,-0.0882774233736469,-0.0851114259493318,-0.0728283886494782,-0.0738909958232439,-0.0726827206949147,-0.0412440671723617,-0.0597788069688393,-0.0569707628059304,-0.050310827433026,-0.0838954641711116,-0.0801493755554931,-0.126793093307264,-0.077832581875007,-0.0841869632508702,-0.0744464754439304,-0.0884433128977779,-0.114093369442364,-0.103969944965834,-0.0933070845582515,-0.0853220430253583,-0.067185801360096,-0.103071553413395,-0.0752321932462858,-0.0867870321602767,-0.065892952239496,-0.0727811953083535,-0.0911132421503234,-0.0702137631570776,-0.0699347768052782,-0.0586501082293356,-0.0843269707031269,-0.100705707934824,-0.0885022285061011,-0.0773173362565701,-0.0642168243307571,-0.0985965131538043,-0.0739502819120268,-0.0935444600936419,-0.0694062018344043,-0.0847095209748168,-0.0979677754703777,-0.0911969087004067,-0.0926271638882089,-0.0845972248671456,-0.077425943106389,-0.0889206632587535,-0.11928484121662,-0.0959596418827859,-0.0860242287498562,-0.079419514009851,-0.0815109972188065,-0.0871221362040567,-0.0881208033474821,-0.0711780525999765,-0.0931332331435611,-0.112677746249329,-0.0540341747093306,-0.10391932769941,-0.0796207419360661,-0.0803511248154748,-0.0625561515919566,-0.059946649977271,-0.0676794952160111,-0.081617618621178,-0.0674801595457825,-0.0851928168602709,-0.095281049806699,-0.0930371066366028,-0.085802609794858,-0.0797060227270087,-0.0707192778903959,-0.0754763996771843,-0.0873896731297577,-0.0643758416098228,-0.0965015696624475,-0.0872431923137363,-0.0874690322423197,-0.085229536746782,-0.0881631746604895,-0.0301224584635035,-0.0825467077836871,-0.0839962703000966,-0.0891312440826283,-0.0756123903509941,-0.071945150253384,-0.0894775564172523,-0.0526618914640814,-0.0681850336687406,-0.079205542024786,-0.0915954611485172,-0.100273626581297,-0.0668941289501401,-0.102500709788642,-0.0791510723708706,-0.0898097112652143,-0.0829144780782189,-0.110948011519672,-0.0894872297859574,-0.0644817790094783,-0.0748490927426603,-0.0516991380495592,-0.0579481626232304,-0.0483896205884435,-0.119529855884476,-0.0663511387587004,-0.0529559227159583,-0.104914345912202,-0.0835433485280184,-0.0983956135993666,-0.0638033565146963,-0.0516159776017883,-0.0324197851407646,-0.0589235665592995,-0.0790267802215008,-0.0441622427848802,-0.0775636406757353,-0.0687231262341644,-0.0486744642795121,-0.0646594387239829,-0.0665338641984461,-0.0800512604223577,-0.081820975189753,-0.0928331967226905,-0.0788561739098665,-0.0667841577729806,-0.0701354288551297,-0.0675353138958291,-0.0280880009316319,-0.0776031903613582,-0.0549357520751216,-0.0503892657338645,-0.0654987550487624,-0.0557997335585636,-0.0514557279080592,-0.0614316760928133,-0.0794786195167384,-0.0914888848697344,-0.0665709041251683,-0.076585148987224,-0.0890302315092082,-0.0665689618509911,-0.0759353650249552,-0.0756220713269879,-0.0919734141190191,-0.063988454950216,-0.0931876561409627,-0.0872019609678794,-0.134130391532389,-0.0845228124006969,-0.0841217841590422,-0.0858521764756242,-0.092199488780582,-0.0645131020963979,-0.0945370956448643,-0.0666927391025623,-0.0827733773692362,-0.0408982527963216,-0.10093616093091,-0.0768066942052922,-0.0812893667394283,-0.067243693801672,-0.0603899512420965,-0.0581267464981759,-0.0870144139676467,-0.0869558204211447,-0.091536360831801,-0.0922528938808104,-0.0855839660319459,-0.0990859118743619,-0.0820114942447465,-0.0446355042729569,-0.0698832835446629,-0.0774686560024018,-0.0514690278895173,-0.0627741449685523,-0.0485973655976238,-0.0613728073814493,0.0104122056519659,-0.0676095542454401,-0.0728912972572148,-0.104722642506481,-0.0696940693852343,-0.085532616745319,-0.0570493288060271,-0.0660087391480999,-0.0681768307887074,-0.0468302062581159,-0.0798509264941215,-0.0964739246653234,-0.0913559486066424,-0.0769554983553619,-0.101350373855406,-0.0758646362768845,-0.0948918973169307,-0.0970155993332858,-0.0949770654511413,-0.0911001190348144,-0.0705025395389349,-0.0855922211145883,-0.0248201769850142,-0.0845231669325949,-0.0714728617544434,-0.0597725437429591,-0.0708396404095579,-0.0232386261243809,-0.0756119619514311,-0.0872164146497636,-0.0693647674908898,-0.081232435089975,-0.0922795776547953,-0.0542038220377076,-0.0988891111917246,-0.0843245362810214,-0.0591280958593076,-0.0509630697036768,-0.0572879038250494,-0.102026494957664,-0.0831466687393321,-0.0608616064548601,-0.0670553772511271,-0.0690218486613663,-0.105010600160784,-0.0479592520437139,-0.100323612745692,-0.0794147315496558,-0.0527424367413791,-0.0875217227701975,-0.0860242705518392,-0.0873016733187965,-0.0634402983597181,-0.0780786570106195,-0.0796392524728811,-0.0575432863076684,-0.069663111026911,-0.0398800763697827,-0.0703465619904774,-0.0657321977193601,-0.0824920281999794,-0.104572685169731,-0.0797531001640222,-0.075833990033433,-0.0819079949870498,-0.0795849517848784,-0.0789502167534936,-0.062298819040601,-0.0796192685515564,-0.0622092330172749,-0.0399289438447535,-0.0778667452116413,-0.0786701682415163,-0.0270131009157199,-0.0765163966435072,-0.0818411620356207,-0.0440595490654588,-0.0613520979285196,-0.0903910430252253,-0.0771173551385476,-0.101713600908369,-0.072569979271244,-0.0805853853655024,-0.0593444157360801,-0.0779187435563608,-0.0956115787946767,-0.0674923429119419,-0.055456610178154,-0.0752009460553195,-0.0768321086059742,-0.0715000715775302,-0.0682749213338343,-0.083954244150025,-0.0462163602507299,-0.0892104445211983,-0.0892337804008558,-0.0686304180096101,-0.0811963111300192,-0.0838161162598551,-0.038221452947042,-0.0558734031734417,-0.106987723688661,-0.048863012398771,-0.0624196942519041,-0.0847673039899127,-0.0782021565674623,-0.116946142840663,-0.0854861897486734,-0.105431404702804,-0.0878155301964763,-0.069507619349597,-0.0877993458796646,-0.0863920905972324,-0.0908011789433155,-0.0621310440745694,-0.0555523833967902,-0.0806112666480038,-0.0743757745706734,-0.0919778146051652,-0.112917636328499,-0.0565440361405546,-0.0887630048748588,-0.074126303804368,-0.0880398090273068,-0.083149483407954,-0.0501472402710035,-0.0831538983889707,-0.0572451025868966,-0.0807724939795138
