"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","sig"
-0.446101475269934,8.7003162635207,-7.34387444427338,1.26006806530636e-09,1.88506182569832e-07,11.8576630130833,"PCBD2","down"
-0.37521656067848,9.25404360005706,-7.33630729200335,1.29587930226148e-09,1.92117025207341e-07,11.8305622176933,"IFTAP","ns"
0.652451878582662,6.92019246008268,7.33281966757438,1.31272576515571e-09,1.92876921351807e-07,11.8180713342042,"FST","up"
-0.318605413125592,7.35206238857754,-7.31594371140981,1.397393126309e-09,2.03500011385318e-07,11.7576268576055,"PECR","ns"
-0.479995307192032,8.61490491051772,-7.30500128249291,1.45519278676871e-09,2.10058355254964e-07,11.7184315011426,"KRT10-AS1","down"
-0.47583205824097,9.4492134962105,-7.29431293861413,1.51396096371542e-09,2.16641231468704e-07,11.6801441314858,"LACTB","down"
-0.435737422788611,7.26887714989091,-7.28244520128803,1.58200237083452e-09,2.24389099022456e-07,11.6376296148148,"ALDH1B1","down"
-0.600873383271495,8.5503951546717,-7.28017260297302,1.59537704093506e-09,2.24389099022456e-07,11.6294880725186,"TOMM40L","down"
-0.374815533811502,12.0109021021077,-7.27390730857138,1.6328386908147e-09,2.27451260391043e-07,11.6070423233329,"NDUFB10","ns"
0.513562890027713,7.32040747006374,7.27193839857559,1.64479217224928e-09,2.27451260391043e-07,11.599988465908,"HSD11B1","up"
-0.609594113758148,7.3962817955731,-7.2614105440118,1.71021059955124e-09,2.3452688021846e-07,11.562270106947,"ST8SIA5","down"
0.42113180466329,8.62499270743597,7.25284503412353,1.76535254892835e-09,2.39234659995666e-07,11.5315810143087,"MAN2A1","up"
-0.335657220772905,13.8013798692345,-7.25094944856508,1.77779426739659e-09,2.39234659995666e-07,11.5247892325572,"SLC25A4","ns"
-0.414876404769245,11.2154834916426,-7.24938116547174,1.78815405806191e-09,2.39234659995666e-07,11.5191701181026,"SUCLG1","down"
-0.487078254660477,8.03621610719757,-7.22907888628879,1.92785132478629e-09,2.55844527424864e-07,11.4464244792388,"ZC3H8","down"
-0.478813222239017,10.8954509271601,-7.2144835221292,2.03498224319942e-09,2.67901342352717e-07,11.3941240574685,"SUCLA2","down"
0.562451945308208,10.4900957879024,7.20797663335057,2.08464446781035e-09,2.72261185414977e-07,11.3708066981787,"PCNT","up"
-0.385197146895912,9.34645170860071,-7.2016766797065,2.13388284861832e-09,2.7649745005404e-07,11.3482304188323,"MCTS1","down"
-0.626274471500878,10.1317506566014,-7.19543243902428,2.18383434799341e-09,2.80154604531992e-07,11.3258533523018,"PRADC1","down"
-0.469050102189668,10.9399962269047,-7.19391413286788,2.19615605156945e-09,2.80154604531992e-07,11.320412236437,"SDHB","down"
-0.5449268990746,9.4032951672634,-7.16781819835183,2.41914950836526e-09,3.06227110074298e-07,11.2268892733061,"HIBCH","down"
-0.794044768468001,7.64538837612746,-7.15555977142405,2.53158658577799e-09,3.18013655385975e-07,11.1829552262767,"PAQR9","down"
-0.489685318646918,9.92943897354334,-7.15283650037165,2.557266576303e-09,3.18805899845774e-07,11.1731948927794,"IMMT","down"
-0.476624103535578,8.11821325951446,-7.134407336367,2.73803636226266e-09,3.38775386296198e-07,11.1071424767528,"GLRX2","down"
-0.420628814876167,8.04006925936774,-7.12242265026891,2.86239870884105e-09,3.51519650393197e-07,11.0641866992955,"SIRT4","down"
0.892475534906175,12.2200684232222,7.11883318432435,2.90073413123411e-09,3.53588747137693e-07,11.051321099684,"MT1X","up"
